Utterance_Path,Usage_Count
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS1/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS233/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S56/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S93/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S85/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S125/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS215/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S1/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/S122/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS228/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S61/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S39/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S97/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS227/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S19/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S58/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S130/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS254/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S78/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S127/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S75/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S62/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S24/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S12/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS17/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS156/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS239/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS41/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/S27/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S81/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S26/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS11/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S31/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_3/S64/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS22/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S11/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS223/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS220/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S119/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS219/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S133/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S63/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S126/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S17/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS8/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS47/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S122/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS257/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS153/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S44/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS19/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S118/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S69/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S3/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S43/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS221/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S69/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S70/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S4/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS39/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS231/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S47/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS251/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S150/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS204/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S72/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S25/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S144/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS262/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS44/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S11/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S63/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS10/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS243/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS252/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S51/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S147/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS222/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S99/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S76/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS16/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS210/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S154/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S34/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S96/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS32/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S127/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S53/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS256/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S105/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S134/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S52/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S55/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS29/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/S78/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S106/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S90/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS1/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/S124/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS9/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS155/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS13/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS229/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S64/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS249/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS40/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S73/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S5/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS208/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S65/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS207/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS43/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS31/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S109/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S15/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S40/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S97/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS237/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S108/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S146/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S10/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS234/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S41/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS250/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S83/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S18/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS3/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S33/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S71/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS4/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS26/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S2/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S116/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS253/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS260/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S88/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S109/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS35/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S139/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/S123/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S141/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS217/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S21/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S126/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS206/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S132/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS236/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S129/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS30/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S131/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS5/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS18/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S3/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S72/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S38/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS27/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S114/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS151/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS12/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS232/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S28/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S10/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S45/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S8/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS213/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S152/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S7/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S136/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S91/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S83/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS5/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S54/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S102/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S82/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S111/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S52/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S21/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S28/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S98/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S6/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,1
/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S31/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,1
