Speaker_1,Speaker_2,Utterance_1,Utterance_2,Gender_1,Gender_2,Session_1,Session_2,SubCategory_1,SubCategory_2,Recording_Type_1,Recording_Type_2
Males_S29,Females_S62,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S29/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S62/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Females,Session_1,Session_2,7.Phonetic_Distinctive_Words_2,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_S105,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S29/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S105/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_1,Session_2,8.Common_List,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_NS212,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S29/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS212/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_1,Session_2,9.Random_List,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_NS15,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS15/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_2,Session_2,1.SAAB_sentences_1,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_S53,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S53/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Males,Session_2,Session_2,1.SAAB_sentences_2,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_NS29,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS29/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_2,Session_2,10.Questions_1,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Females_NS19,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS19/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Females,Session_2,Session_2,10.Questions_2,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Females_NS6,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_1/NS6/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,Males,Females,Session_2,Session_1,2.Fixed_Sentences,1.SAAB_sentences_1,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_S41,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S41/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Males,Session_2,Session_2,3.Numbers,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Females_S104,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S104/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Females,Session_2,Session_2,4.Common_Words_1,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_S28,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S28/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Males,Session_2,Session_2,4.Common_Words_2,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_S95,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/5.Rich_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S95/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Males,Session_2,Session_2,5.Rich_Words_1,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Females_S19,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/5.Rich_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S19/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Females,Session_2,Session_2,5.Rich_Words_2,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_NS231,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS231/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_2,Session_2,6.Paragraph_1,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Females_NS20,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS20/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Females,Session_2,Session_2,6.Paragraph_2,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_NS257,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS257/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Males,Session_2,Session_2,7.Phonetic_Distinctive_Words_1,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Females_S51,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S51/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Females,Session_2,Session_2,7.Phonetic_Distinctive_Words_2,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_S76,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S76/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,Males,Males,Session_2,Session_1,8.Common_List,1.SAAB_sentences_1,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_NS39,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S29/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS39/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,Males,Males,Session_2,Session_1,9.Random_List,1.SAAB_sentences_1,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_S24,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S24/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,Males,Males,Session_3,Session_1,1.SAAB_sentences_1,1.SAAB_sentences_1,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_NS217,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS217/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_3,Session_2,1.SAAB_sentences_2,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_NS151,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS151/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,Males,Males,Session_3,Session_1,10.Questions_1,1.SAAB_sentences_1,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_NS232,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS232/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Males,Session_3,Session_2,10.Questions_2,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Females_S105,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S105/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Females,Session_3,Session_2,2.Fixed_Sentences,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_S88,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S88/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_3,Session_2,3.Numbers,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Females_NS16,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/NS16/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Females,Session_3,Session_2,4.Common_Words_1,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_S133,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S133/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Males,Session_3,Session_2,4.Common_Words_2,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_S116,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/5.Rich_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S116/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_3,Session_2,5.Rich_Words_1,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_S83,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/5.Rich_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S83/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_3,Session_2,5.Rich_Words_2,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Females_S17,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S17/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Females,Session_3,Session_2,6.Paragraph_1,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Females_S107,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S107/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Females,Session_3,Session_2,6.Paragraph_2,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_S73,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S73/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_3,Session_2,7.Phonetic_Distinctive_Words_1,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_S57,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S57/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Males,Session_3,Session_2,7.Phonetic_Distinctive_Words_2,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_S20,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S20/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,Males,Males,Session_3,Session_1,8.Common_List,1.SAAB_sentences_1,Yamaha_Mixer,Yamaha_Mixer
Males_S29,Males_NS32,/export/corpora5/LDC/LDC2014S02/data/Males/Session_3/S29/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS32/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_3,Session_2,9.Random_List,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Males_S146,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S146/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Males,Session_1,Session_2,1.SAAB_sentences_1,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Males_NS219,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/1.SAAB_sentences_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS219/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_1,Session_2,1.SAAB_sentences_2,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Males_NS156,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/10.Questions_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS156/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_1,Session_2,10.Questions_1,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Males_NS30,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/10.Questions_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS30/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_1,Session_2,10.Questions_2,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Males_S30,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/2.Fixed_Sentences/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S30/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Males,Session_1,Session_2,2.Fixed_Sentences,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Males_NS214,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/3.Numbers/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/NS214/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_1,Session_2,3.Numbers,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Males_S22,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/4.Common_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S22/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Males,Session_1,Session_2,4.Common_Words_1,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Females_S6,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/4.Common_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S6/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Females,Session_1,Session_2,4.Common_Words_2,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Males_S82,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/5.Rich_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S82/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_1,Session_2,5.Rich_Words_1,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Females_S67,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/5.Rich_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S67/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Females,Session_1,Session_2,5.Rich_Words_2,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Males_S65,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/6.Paragraph_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S65/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_1,Session_2,6.Paragraph_1,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Males_S48,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S48/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Males,Session_1,Session_2,6.Paragraph_2,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Males_S33,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/7.Phonetic_Distinctive_Words_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S33/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,Males,Males,Session_1,Session_2,7.Phonetic_Distinctive_Words_1,7.Phonetic_Distinctive_Words_2,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Males_S67,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/7.Phonetic_Distinctive_Words_2/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S67/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,Males,Males,Session_1,Session_1,7.Phonetic_Distinctive_Words_2,1.SAAB_sentences_1,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Males_S7,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/8.Common_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S7/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,Males,Males,Session_1,Session_1,8.Common_List,1.SAAB_sentences_1,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Females_S36,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/S42/2.Silent_Room/9.Random_List/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Females/Session_2/S36/2.Silent_Room/6.Paragraph_2/Yamaha_Mixer.flac,Males,Females,Session_1,Session_2,9.Random_List,6.Paragraph_2,Yamaha_Mixer,Yamaha_Mixer
Males_S42,Males_NS227,/export/corpora5/LDC/LDC2014S02/data/Males/Session_2/S42/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,/export/corpora5/LDC/LDC2014S02/data/Males/Session_1/NS227/2.Silent_Room/1.SAAB_sentences_1/Yamaha_Mixer.flac,Males,Males,Session_2,Session_1,1.SAAB_sentences_1,1.SAAB_sentences_1,Yamaha_Mixer,Yamaha_Mixer
